lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
30	1		WHAT VEGETABLES	ఇవ్వేళ మీ ఇంట్లో	ocr		CÐóþÓâæý Ò$ C…sZÏ	0:383.8	prose no-rom
30	2		DID YOU COOK	కూరలేమిటి?	ocr		Mæü*ÆæÿÌôýÑ$sìý?	0:408.2	prose no-rom
30	3			“హలో! ఆకాశవాణి విజయవాడ కేంద్రమేగా? కాన్ల మా	ocr		çßýÌZ! BM>ÔèýÐé-×ìý ÑfÄæý$Ðéyæþ Móü…{§æþÐóþ$¯é? M>çÜ¢ Ðèþ*	0:449.2	prose no-en no-rom
30	4			అమ్మాయిరి భోజనానికి వెళ్లమనండి నాయనా, రేడియోలో!	ocr		AÐèþ*ÃÆÿ$$° ¿Zf¯é°Mìü ÐðþâæýÏÐèþ$¯èþ…yìþ ¯éÄæý$¯é, ÆóÿyìþÄñý*ÌZ!	0:462.8	prose no-en no-rom
30	5			“ మనం రోజా నిచ్చెనలు.	ocr		Ðèþ$¯èþ… Æøl °^ðþa¯èþË$	1:233.6	prose no-en no-rom
30	6			తీసుకురావటం ఇంటివాళ్లు.	ocr		¡çÜ$Mæü$Æ>Ðèþr… C…sìýÐéâæý$Ï	1:243.8	prose no-en no-rom
30	7			'తీసుకుపోవటం నాకేమీ.	ocr		¡çÜ$Mæü$´ùÐèþr… ¯éMóüÒ$	1:253.9	prose no-en no-rom
30	8		REVIEW 5	ఇలా నిల్ఫోడం చాలా.	ocr		CÌê °ÌZayæþ… ^éÌê	1:263.9	prose no-rom
30	9		REVIEW 5	బాగాలేదు వదినా!	ocr		»êV>Ìôý§æþ$ Ðèþ¨¯é!	1:264.1	prose no-rom
30	10		REVIEW 5	కష్టం వదీనగారూ!	ocr		MæüçÙt… Ðèþ¨¯èþV>Ææÿ*!	1:274.8	prose no-rom
30	11			ఇప్పుడు చెప్పు! మీ	ocr		Cç³šyæþ$ ^ðþç³š! Ò$	1:448.4	prose no-en no-rom
30	12			ఇంట్లో కూరలేమిటి?.	ocr		C…sZÏ Mæü*ÆæÿÌôýÑ$sìý?	1:458.5	prose no-en no-rom
30	13			ఇలా స్ఫ్రూలు రోజూ ఇంట్లోకీ	ocr		CÌê çÜ*tË$ Æøl C…sZÏMîü	1:466.0	prose no-en no-rom
30	14		Hello! Is it Vijayawada Radio Station? Please tell	౨.	ocr		FâZÏ HH	1:468.7	prose no-rom
30	15		Hello! Is it Vijayawada Radio Station? Please tell	బయటకీ మొయ్యటం, ఎండకు.	ocr		ºÄæý$rMîü Ððþ$$Äæý$År…, G…yæþMæü$	1:476.2	prose no-rom
30	16		Hello! Is it Vijayawada Radio Station? Please tell my daughter through the radio to go and eat her	ఇట. సినిమాలు.	ocr		íÜ°Ðèþ*Ë$	1:478.8	prose no-rom
30	17		my daughter through the radio to go and eat her	గొడుకు పట్టుకోవటం ఎంతో.	ocr		Vöyæþ$Mæü$ ç³r$tMøÐèþr… G…™ø	1:486.3	prose no-rom
30	18		my daughter through the radio to go and eat her lunch.	ధి ఉన్నాయి?	ocr		E¯é²Æÿ$$?	1:489.0	prose no-rom
30	19		lunch.	కష్టంగా ఉంది కమలా!	ocr		MæüçÙt…V> E…¨ MæüÐèþ$Ìê!	1:496.5	prose no-rom
30	20						^èþ*yæþ$! »ñýOr   òÜ„æü¯èþ$…¨.  ÐéâæýÏ…§æþÇ± JMóüÝëÇ »ñýOsìýMìü ç³…ç³Mæü$!	2:180.7	prose no-en no-rom no-te
