lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
59	1		TENALI king.	తెనాలి రామకృష్ణుడు	ocr		™ðþ¯éÍ Æ>Ðèþ$Mæü–çÙ$~yæþ$	0:379.2	prose no-rom
59	2		"Once upon a time a king say yes .  ""Tell another sentence"","	పూర్వం విజయనగర సామ్రాజ్యాన్ని	ocr		ç³NÆæÿÓ… ÑfÄæý$¯èþVæüÆæÿ Ýë{Ðèþ*gêÅ°²	0:450.0	prose no-rom
59	3		"called Krishnadevaraya was rul- said the king.  ""Oh Emperor!"	కృష్ణదేవరాయలు. అనే రాజు పరిపాలిస్తూ	ocr		Mæü–çÙ~§óþÐèþÆ>Äæý$Ë$ A¯óþ Æ>k ç³Ç´ëÍçÜ*¢	0:466.6	prose no-rom
59	4		"ing the Vijayanagara kingdom. Your mother is not a barren lady"", said Ramakrishna.  The"	ఉండేవాడు. ఆయన ఆస్థానంలో ఎనిమిది	ocr		E…yóþÐéyæþ$.  BÄæý$¯èþ BÝë¦¯èþ…ÌZ G°Ñ$¨	0:483.2	prose no-rom
59	5		There were eight poets in his court.  They were called Ashta emperor could not remain with-	వుంది కవులు ఉండేవాళ్ళు. వాళ్ళను	ocr		Ðèþ$…¨ MæüÐèþ#Ë$ E…yóþÐéâæý$å.  Ðéâæýå¯èþ$	0:499.7	prose no-rom
59	6		court.  They were called Ashta diggajam s (eight mighty el- out saying yes this time also.	“అష్టదిగ్గజాలు' అనేవాళ్ళు... వాళ్ళల్లో తెనాలి	ocr		"""AçÙt¨VæüYgêË$' A¯óþÐéâæý$å.  ÐéâæýåÌZÏ ™ðþ¯éÍ"	0:516.3	prose no-rom
59	7		"ephants).  Tenali Ramakrishna ""Tell the third sentence also"", the king said.  ""Oh Emperor!  Your"	రామకృష్ణుడు ఒకడు. అతను తెలుగులో గొప్ప	ocr		Æ>Ðèþ$Mæü–çÙ$~yæþ$ JMæüyæþ$.  A™èþ¯èþ$ ™ðþË$Væü$ÌZ Vöç³µ	0:532.9	prose no-rom
59	8		"was one of them.  He was a great king said.  ""Oh Emperor!  Your wife is loyal to you"" said"	కవి. కృష్ణదేవరాయలు తరచుగా కవులను	ocr		MæüÑ.  Mæü–çÙ~§óþÐèþÆ>Äæý$Ë$ ™èþÆæÿ^èþ$V> MæüÐèþ#Ë¯èþ$	0:549.5	prose no-rom
59	9		poet in Telugu.  Krishnadevaraya Ramakrishna.  The emperor	చిక్కు ప్రశ్నలు అడుగుతూ ఉండేవాడు. వాటికి	ocr		_Mæü$P {ç³Ôèý²Ë$ Ayæþ$Væü$™èþ* E…yóþÐéyæþ$.  ÐésìýMìü	0:566.0	prose no-rom
59	10		used to ask the poets some puz- zling questions.  Tenali Rama- could not say no this time also.	తెనాలి రామకృష్ణుడే సమాధానాలు చెప్తూ	ocr		™ðþ¯éÍ Æ>Ðèþ$Mæü–çÙ$~yóþ çÜÐèþ*«§é¯éË$ ^ðþç³N¢	0:582.6	prose no-rom
